question_id,user_input,response,reference,retrieved_contexts,reference_contexts,retrieved_contexts_count,reference_contexts_count,retrieved_context_ids,reference_context_ids,errors,context_precision,context_recall,response_relevancy,faithfulness,answer_accuracy,context_relevance,response_groundedness,semantic_similarity,bleu_score,rouge1,rougeL
Q_055,What does the policy mean by an accident?,"The policy defines an ""accidental injury"" as an unexpected and unintentional event that happens suddenly and is caused by something outside the body. It must be visible and occur while the insurance policy is active. This means the injury should not be planned or expected, like a fall, a car crash, or a sudden trip and fall, but it does not include injuries caused by illness, disease, or events like war, terrorism, or chemical exposure.","An accident means a sudden, unforeseen and involuntary event caused by external and visible means that occurs while the policy is in force.","[""Def. 1. Accident or Accidental means a sudden, unforeseen and involuntary event caused by external and visible means which occurs when the policy is in force."", ""Circumcision unless necessary for the treatment of a disease or necessitated by an Accident. v. Conflict and disaster Treatment for any illness or injury resulting from nuclear or chemical contamination, war, riot, revolution, acts of terrorism or any similar event (other than natural disaster or""]","[""Def. 1. Accident or Accidental means a sudden, unforeseen and involuntary event caused by external and visible means which occurs when the policy is in force.""]",2,1,"[""Health Companion-Health Insurance Plan_GEN617.pdf_93"", ""Health Companion-Health Insurance Plan_GEN617.pdf_19""]","[""Health Companion-Health Insurance Plan_GEN617.pdf_93""]",,0.9999999999,1.0,0.7967621180018529,0.7777777777777778,0.5,1.0,1.0,0.7845651655812971,0.043874551379729745,0.32653061224489793,0.22448979591836737
Q_056,What qualifies as a hospital under the policy?,"A ""covered hospital"" or ""network hospital"" is a hospital that your insurance company has officially agreed to work with. This means the hospital is part of a list of providers where you can get medical treatment and pay less or no extra fees, like cashless services. The list of these hospitals is provided by your insurance company and can change over time. These hospitals must meet certain requirements, such as having qualified doctors and nurses available all the time, a fully equipped operation theater, and proper records for patients.","A hospital is an institution established for in-patient care and day care treatment that is registered with local authorities, supervised by a qualified medical practitioner, has required inpatient beds depending on population, qualified nursing staff and doctors round the clock, a fully equipped operation theatre, and maintains daily patient records accessible to the insurer.","[""medication, or stay in Hospital or part of a stay in Hospital which: a) is required for the medical management of the illness or injury suffered by the insured; b) must not exceed the level of care necessary to provide safe, adequate and appropriate medical care in scope, duration, or intensity; c) must have been prescribed by a Doctor; d) must conform to the professional standards widely accepted in international medical practice or by the medical community in India. Def. 21. Network means all such Hospitals, day care centres or other providers that the We have mutually agreed with, to provide services like cashless access to Policyholders. The list is available with Us and subject to amendment from time to time. Def. 22. Out-Of-Network means any Hospital, day care centre or other provider that is not part of the Network."", ""b) has qualified nursing staff under its employment round the clock; c) has qualified Doctor (s) in charge round the clock; d) has a fully equipped operation theatre of its own where surgical procedures are carried out e) maintains daily records of patients and will make these accessible to the Insurance company\u2019s authorized personnel. Def. 13. Hospitalisation or Hospitalised means the admission as an In-patient into a Hospital for necessary medical treatment for a continuous minimum period of 24 hours as a consequence of""]","[""Def. 11. Grace Period means the specified period of time immediately following the premium due date during which a payment can be made to renew or continue a policy in force without loss of continuity benefits such as waiting periods and coverage of Pre-existing conditions. Coverage is not available for the period for which no premium is received. Def. 12. Hospital means any institution established for in-patient care and day care treatment of sickness and / or injuries and which has been registered as a hospital with the local authorities, wherever applicable, and is under the supervision of a registered and qualified medical"", ""a) has at least 10 inpatient beds, in those towns having a population of less than 10,00,000 and"", ""b) has qualified nursing staff under its employment round the clock; c) has qualified Doctor (s) in charge round the clock; d) has a fully equipped operation theatre of its own where surgical procedures are carried out e) maintains daily records of patients and will make these accessible to the Insurance company\u2019s authorized personnel. Def. 13. Hospitalisation or Hospitalised means the admission as an In-patient into a Hospital for necessary medical treatment for a continuous minimum period of 24 hours as a consequence of""]",2,3,"[""Health Companion-Health Insurance Plan_GEN617.pdf_107"", ""Health Companion-Health Insurance Plan_GEN617.pdf_102""]","[""Health Companion-Health Insurance Plan_GEN617.pdf_100"", ""Health Companion-Health Insurance Plan_GEN617.pdf_101"", ""Health Companion-Health Insurance Plan_GEN617.pdf_102""]",,0.99999999995,1.0,0.6746925586735438,1.0,0.5,1.0,1.0,0.5546658121597174,0.005542808912855185,0.40277777777777773,0.2361111111111111
Q_057,What is the grace period for renewing the policy premium?,"The policy premium must be paid on or before the due date mentioned in your insurance certificate to maintain active coverage. If you miss this due date, you will be given a grace period of 30 days to make the payment. If the premium is not paid within this 30-day grace period, your policy coverage will lapse, and you will not have active coverage during that time. To restart coverage, you may need to apply for a fresh policy, but there will be no guarantee that you will be approved, and any benefits that were supposed to continue will not apply.","The grace period is the specified period immediately following the premium due date during which payment can be made to renew the policy without losing continuity benefits such as waiting periods and coverage of pre-existing conditions, although coverage is not available for the period for which no premium is received.","[""i. Territorial Jurisdiction All benefits are available in India only, and all claims shall be payable in India in Indian Rupees only. j. Policy Disputes Any dispute concerning the interpretation of the terms, conditions, limitations and/or exclusions contained herein shall be governed by Indian law and shall be subject to the jurisdiction of the Indian Courts. k. Renewal of Policy The renewal premium is payable on or before the due date in the amount shown in the Schedule of Insurance Certificate or at such altered rate as may be reviewed and notified by Us before completion of the Policy Period. We are under no obligation to notify You of the renewal date of Your Policy. We will allow a Grace Period of 30 days from the due date of the renewal premium for payment to Us. If the Policy is not renewed within the Grace Period then We may agree to issue a fresh policy subject to Our underwriting criteria and no continuing benefits shall be available from"", ""o. Change of Policy holder If You do not renew the Policy by the due dates specified in the Schedule of Insurance Certificate, any other adult Insured Person may apply to renew the Policy within 30 days of the end of the Policy Period provided that We receive an application and the premium from such Insured Person and evidence satisfactory to Us of the agreement of all other Insured Persons and You (except in case of death). If We accept such application and the premium for the renewed Policy is paid on time, then the Policy shall be treated as having been renewed without a break in cover. Coverage shall not be available for the period for which no premium is received. p. Nominee You can at the inception or at any time before the expiry of the Policy, make a nomination for the purpose of payment of claims, under the Policy in the event of death. Any change of nomination shall be communicated to Us in writing and such change shall be effective only when an endorsement on the Policy is made by Us.""]","[""Def. 11. Grace Period means the specified period of time immediately following the premium due date during which a payment can be made to renew or continue a policy in force without loss of continuity benefits such as waiting periods and coverage of Pre-existing conditions. Coverage is not available for the period for which no premium is received. Def. 12. Hospital means any institution established for in-patient care and day care treatment of sickness and / or injuries and which has been registered as a hospital with the local authorities, wherever applicable, and is under the supervision of a registered and qualified medical""]",2,1,"[""Health Companion-Health Insurance Plan_GEN617.pdf_70"", ""Health Companion-Health Insurance Plan_GEN617.pdf_84""]","[""Health Companion-Health Insurance Plan_GEN617.pdf_100""]",,0.99999999995,0.0,0.0,1.0,0.25,1.0,1.0,0.7173130669282219,0.012088374427371835,0.3398692810457516,0.1699346405228758
Q_058,How can an insured person access cashless hospitalization?,"To get cashless inpatient hospitalization coverage, the insured person must first show their health card at a hospital that is part of the insurance company’s network. Before being admitted for planned treatment, they need to inform the insurance company in writing at least 72 hours ahead. For emergencies, they must notify the company within 48 hours of hospitalization. The insurance company will then approve the treatment in advance (pre-authorization). The treatment must happen within 15 days of approval, and all details like dates, hospital, and procedure must match what was approved. If pre-authorization is not obtained, cashless treatment will not be available. The insurance company will pay the hospital directly if all conditions are met.","Cashless hospitalization can be accessed at a network hospital by producing the health card prior to admission, notifying the insurer at least 72 hours before planned hospitalization or within 48 hours in an emergency, and obtaining pre-authorization for inpatient treatment or day care procedures.","[""i. The health card We provide will enable an Insured Person to access treatment on a cashless basis only at any Network Hospital on the production of the card to the"", ""(1) The Insured Person has notified Us in writing at least 72 Hours before a planned Hospitalization. In an Emergency the Insured Person should notify Us in writing within 48 hours of Hospitalization; and (2) We have pre-authorized the In-patient Treatment or Day Care Procedure. ii. Cashless treatment will not be available if You take treatment in an Out-Of-Network Hospital. iii. For cashless Hospitalization We will make the payment of the amounts assessed to be due directly to the Network Hospital. The treatment must take place within 15 days of the pre-authorization date and pre-authorization is only valid if all the details of the authorized treatment, including dates, Hospital and locations, match with the details of the actual treatment received. iv. If pre-authorisation is not obtained then the cashless facility will not be available""]","[""i. The health card We provide will enable an Insured Person to access treatment on a cashless basis only at any Network Hospital on the production of the card to the"", ""(1) The Insured Person has notified Us in writing at least 72 Hours before a planned Hospitalization. In an Emergency the Insured Person should notify Us in writing within 48 hours of Hospitalization; and (2) We have pre-authorized the In-patient Treatment or Day Care Procedure. ii. Cashless treatment will not be available if You take treatment in an Out-Of-Network Hospital. iii. For cashless Hospitalization We will make the payment of the amounts assessed to be due directly to the Network Hospital. The treatment must take place within 15 days of the pre-authorization date and pre-authorization is only valid if all the details of the authorized treatment, including dates, Hospital and locations, match with the details of the actual treatment received. iv. If pre-authorisation is not obtained then the cashless facility will not be available""]",2,2,"[""Health Companion-Health Insurance Plan_GEN617.pdf_74"", ""Health Companion-Health Insurance Plan_GEN617.pdf_75""]","[""Health Companion-Health Insurance Plan_GEN617.pdf_74"", ""Health Companion-Health Insurance Plan_GEN617.pdf_75""]",,0.99999999995,1.0,0.8218163502725657,1.0,1.0,1.0,1.0,0.8566447630780276,0.024099690578565775,0.42944785276073616,0.26993865030674846
Q_059,What documents are required when submitting a reimbursement claim after hospitalization?,"To submit an inpatient hospitalization reimbursement claim, you need to provide the following original documents at your own expense within 30 days of being discharged from the hospital. These include:
1. A fully completed claim form.
2. The original hospital bill, receipts, and discharge certificate or card issued by the hospital or doctor.
3. Original bills from pharmacies along with a valid prescription for any medicines purchased.
4. Original reports from medical tests or investigations conducted during your stay, along with payment receipts for these tests.
5. A doctor’s referral letter if your hospitalization was not due to an accident.
6. Details of any other insurance policy that might cover part of your claim.
7. A First Information Report (FIR) if your hospitalization was related to a medico-legal case.

If you were treated in a hospital that is not part of the insurance company’s network, they will only reimburse expenses that are considered reasonable and customary.","Required documents include a duly filled claim form, original hospital bills and discharge certificate, original chemist bills with prescriptions, investigation test reports with receipts, doctor’s referral letter for hospitalization in non-accident cases, details of any other insurance policy, and an FIR for medico-legal cases.","[""(2) Original bills, receipts and discharge certificate/card from the Hospital/ Doctor. (3) Original bills from chemists supported by proper prescription. (4) Original investigation test reports and payment receipts. (5) Doctor's referral letter advising hospitalization in non-Accident cases. (6) Details of any other insurance policy that may respond to the claim. (7) First Information Report (FIR) for medico-legal cases. iii. For any medical treatment taken from an Out-Of-Network Hospital We will only pay Medical Expenses which are Reasonable and Customary. (c) For Network and Out-Of-Network Hospitals"", ""ii. For any Illness or Accident or medical condition that requires Hospitalization, the Insured Person shall deliver to Us the documents listed below, at his own expense, within 30 days of the Insured Person's discharge from Hospital (when the claim is only in respect of post-hospitalization, within 30 days of the completion of the post-""]","[""ii. For any Illness or Accident or medical condition that requires Hospitalization, the Insured Person shall deliver to Us the documents listed below, at his own expense, within 30 days of the Insured Person's discharge from Hospital (when the claim is only in respect of post-hospitalization, within 30 days of the completion of the post-"", ""(2) Original bills, receipts and discharge certificate/card from the Hospital/ Doctor. (3) Original bills from chemists supported by proper prescription. (4) Original investigation test reports and payment receipts. (5) Doctor's referral letter advising hospitalization in non-Accident cases. (6) Details of any other insurance policy that may respond to the claim. (7) First Information Report (FIR) for medico-legal cases. iii. For any medical treatment taken from an Out-Of-Network Hospital We will only pay Medical Expenses which are Reasonable and Customary. (c) For Network and Out-Of-Network Hospitals""]",2,2,"[""Health Companion-Health Insurance Plan_GEN617.pdf_80"", ""Health Companion-Health Insurance Plan_GEN617.pdf_79""]","[""Health Companion-Health Insurance Plan_GEN617.pdf_79"", ""Health Companion-Health Insurance Plan_GEN617.pdf_80""]",,0.99999999995,1.0,0.908984087987679,0.8888888888888888,1.0,1.0,1.0,0.7562719704791631,0.010134199244570864,0.3980582524271845,0.33009708737864074
Q_060,Can the insured person cancel the policy during the policy period?,"Yes, the policy allows you to cancel the health insurance contract during the active coverage period. You can do this by giving the insurance company at least 30 days’ written notice before the cancellation takes effect. If you cancel, you will get a refund for the unused portion of your premium, but only if no medical claims have been made under the policy.","The insured person may terminate the policy during the policy period by giving at least 30 days prior written notice, and the insurer will cancel the policy and refund the premium for the remaining period provided no claim has been made.","[""You may terminate this Policy during the Policy Period by giving Us at least 30 days prior written notice. We shall cancel the Policy and refund the premium for the balance of the Policy Period in accordance with the table below provided that no claim has been made under the Policy by or on behalf of any Insured Person."", ""e. Fraudulent claims If a claim is in any way found to be fraudulent, or if any false statement, or declaration is made or used in support of such a claim, or if any fraudulent means or devices are used by the Insured Person or anyone acting on behalf of the Insured Person to obtain any benefit under this Policy, then this Policy shall be void and all claims being processed shall be forfeited for all Insured Persons and all sums paid under this Policy shall be repaid to Us by all Insured Persons who shall be jointly liable for such repayment. f. Free Look Provision You have a period of 15 days from the date of receipt of the Policy document to review the terms and conditions of this Policy. If You have any objections to any of the terms and conditions, You have the option of canceling the Policy stating the reasons for cancellation and You shall be refunded the premium paid by You after adjusting the amounts spent on any medical check-up, stamp duty charges and proportionate risk premium. You can cancel your Policy only if no claims have been made under the Policy."", ""Without prejudice to the above, We may terminate this Policy during the Policy Period by sending 30 days prior written notice to Your address shown in the Schedule of Insurance""]","[""You may terminate this Policy during the Policy Period by giving Us at least 30 days prior written notice. We shall cancel the Policy and refund the premium for the balance of the Policy Period in accordance with the table below provided that no claim has been made under the Policy by or on behalf of any Insured Person.""]",3,1,"[""Health Companion-Health Insurance Plan_GEN617.pdf_64"", ""Health Companion-Health Insurance Plan_GEN617.pdf_46"", ""Health Companion-Health Insurance Plan_GEN617.pdf_67""]","[""Health Companion-Health Insurance Plan_GEN617.pdf_64""]",,0.9999999999,1.0,0.7738664692678027,1.0,0.75,1.0,1.0,0.7720256130979972,0.01844455467190185,0.576923076923077,0.4230769230769231
Q_061,What expenses are covered under room charges during hospitalization?,"Under the inpatient hospitalization coverage, the room rent charges included are limited to a specific percentage of your total insurance sum insured per day. For a regular hospital room, the limit is 1% of your sum insured per day, capped at 5000 rupees. If you are admitted to an intensive care unit (ICU), the limit increases to 2% of your sum insured per day, capped at 10000 rupees. This coverage also includes boarding (food and lodging), nursing care, doctor charges (RMO), and administration fees for treatments like IV fluids, blood transfusions, or injections. These additional charges are covered up to 25% of your total sum insured for the entire illness.","Room, boarding including nursing care, RMO charges, and administration charges for IV fluids/blood transfusion/injection are covered.","[""Room, boarding including nursing care, RMO charges, administration charges for IV 2.1 for any one illness - 25% of fluids/blood transfusion/injection. sum insured Room charges Limit: 1% of sum insured per day subject to maximum of `5,000. If admitted in intensive care unit (ICU) - 2% of sum insured per day subject to maximum of `10,000.""]","[""Room, boarding including nursing care, RMO charges, administration charges for IV 2.1 for any one illness - 25% of fluids/blood transfusion/injection. sum insured Room charges Limit: 1% of sum insured per day subject to maximum of `5,000. If admitted in intensive care unit (ICU) - 2% of sum insured per day subject to maximum of `10,000.""]",1,1,"[""National Mediclaim Policy.pdf_9""]","[""National Mediclaim Policy.pdf_9""]",,0.9999999999,1.0,0.6118643477134551,0.75,0.5,1.0,1.0,0.6352347697200844,0.01982256626710344,0.28125,0.23437499999999997
Q_062,How much of the sum insured can be used for medical practitioner fees?,"For consultation charges under outpatient services, the insurance policy caps reimbursement for fees charged by doctors, specialists, or consultants at 25% of the total sum insured for any one illness. This means if your policy’s sum insured is, for example, 100000, the maximum the insurer will reimburse for consultation fees related to a single medical issue is 25000.","Surgeon, anaesthetist, medical practitioner, consultants, and specialist’s fees are covered up to 25% of the sum insured for any one illness.","[""Surgeon, anaesthetist, medical practitioner, consultants, specialist\u2019s fees. 2.2 for any one illness -25% of sum insured""]","[""Surgeon, anaesthetist, medical practitioner, consultants, specialist\u2019s fees. 2.2 for any one illness -25% of sum insured""]",1,1,"[""National Mediclaim Policy.pdf_10""]","[""National Mediclaim Policy.pdf_10""]",,0.9999999999,1.0,0.5058880096747546,0.6666666666666666,0.5,1.0,1.0,0.6597100112124803,0.22553917613063715,0.37037037037037035,0.271604938271605
Q_063,Are ambulance charges reimbursed under the policy?,"Yes, the policy covers ambulance service charges, but only up to 1% of the total sum insured for the insured person. This coverage applies to reimbursement of ambulance charges, meaning the insured person can claim this amount after paying the bill, subject to the policy’s terms and conditions.","Ambulance charges are reimbursed up to 1% of the sum insured subject to a maximum of ₹2,000 in a policy period.","[""i. Anaesthesia, blood, oxygen, operation theatre charges 2.3 for any one illness- 50% of ii. Surgical appliances sum insured iii. Medicines, drugs iv. Diagnostic test v. Pacemaker, artificial limbs, stent and implant vi. Dialysis vii. Chemotherapy viii. Radiotherapy ix. Hospitalisation expense for organ donor\u2019s treatment during the course of organ transplant provided that a. The donation conforms to The Transplantation of Human Organs Act 1994 and the organ is for the use of the insured person b. The insured person has been medically advised to undergo an organ transplant x. Reimbursement of ambulance charges - 1% of sum insured subject to a"", ""Now the policy witnesses that, subject to the terms, definition, exclusions and conditions contained herein or endorsed or otherwise expressed hereon, the company undertakes that if during the policy period stated in the schedule or during the continuance of the policy by renewal, any insured person shall contract any disease or suffer any illness (herein after called disease) or sustain any bodily injury due to an accident (herein after called injury) and if such disease or injury shall require any such insured person, upon the advice of a duly qualified medical practitioner to be hospitalised for treatment at any hospital/nursing home (herein after called hospital) in India as an inpatient, the company will pay to the hospital or reimburse the insured person, the amount of such expenses described below, reasonably, customarily and necessarily incurred in respect thereof by or on behalf of such insured person but not exceeding the sum insured for the insured person in respect of all such"", ""day AMBULANCE COLLAR Not Payable not Payable / Post Bite AMBULANCE EQUIPMENT Not Payable Vaccination Payable MICROSHEILD Not Payable PART OF HOSPITAL'S OWN COSTS AND NOT PAYABLE ABDOMINAL BINDER Essential and should AHD Not Payable - Part of be paid at least Hospital's internal Cost specifically for cases ALCOHOL SWABES Not Payable - Part of who have undergone Hospital's internal Cost surgery of lumbar SCRUB SOLUTION/STERILLIUM Not Payable - Part of spine. Hospital's internal Cost""]","[""i. Anaesthesia, blood, oxygen, operation theatre charges 2.3 for any one illness- 50% of ii. Surgical appliances sum insured iii. Medicines, drugs iv. Diagnostic test v. Pacemaker, artificial limbs, stent and implant vi. Dialysis vii. Chemotherapy viii. Radiotherapy ix. Hospitalisation expense for organ donor\u2019s treatment during the course of organ transplant provided that a. The donation conforms to The Transplantation of Human Organs Act 1994 and the organ is for the use of the insured person b. The insured person has been medically advised to undergo an organ transplant x. Reimbursement of ambulance charges - 1% of sum insured subject to a"", ""Ayurveda and Homeopathy Expenses incurred for Ayurveda and Homeopathy treatment are admissible up to 20% of the sum insured for any one illness. Sub limit (as mentioned in 2.1, 2.2, and 2.3) will not apply in case of i. Hospitalisation in a preferred provider network (PPN) ii. Ayurveda and Homeopathy treatment""]",3,2,"[""National Mediclaim Policy.pdf_11"", ""National Mediclaim Policy.pdf_8"", ""National Mediclaim Policy.pdf_168""]","[""National Mediclaim Policy.pdf_11"", ""National Mediclaim Policy.pdf_12""]",,0.9999999999,0.0,0.8519835887110262,0.8,0.75,1.0,1.0,0.7889954803451117,0.23050898626566638,0.39436619718309857,0.3380281690140845
Q_064,Is Ayurveda treatment covered in this policy?,"Yes, the policy does provide coverage for Ayurvedic treatment expenses, but with certain limits. You will be covered up to 20% of the total sum insured for any one illness, and there is a maximum cap of 2,000 rupees per policy period. This coverage applies even if you are not hospitalized, unlike other treatments that may have additional restrictions.",Expenses incurred for Ayurveda and Homeopathy treatment are admissible up to 20% of the sum insured for any one illness.,"[""Ayurveda and Homeopathy Expenses incurred for Ayurveda and Homeopathy treatment are admissible up to 20% of the sum insured for any one illness. Sub limit (as mentioned in 2.1, 2.2, and 2.3) will not apply in case of i. Hospitalisation in a preferred provider network (PPN) ii. Ayurveda and Homeopathy treatment"", ""3.1 Accident means a sudden, unforeseen and involuntary event caused by external, visible and violent means. 3.2 Alternative treatment means forms of treatments other than \""Allopathy\"" or \""modem medicine\"" and includes Ayurveda, Unani, Sidha and Homeopathy in the Indian context. 3.3 Any one illness means continuous period of illness and it includes relapse within 45 days from the date of last consultation with the hospital/nursing home where treatment has been taken. 3.4 Break in policy occurs at the end of the existing policy period when the premium due on a given policy is not paid on or before the renewal date or within 30 days of grace period. 3.5 Cashless facility means a facility extended by the company to the insured person where the payment of the cost of treatment undergone by the insured person in accordance with the policy terms and conditions, is directly made to the network provider by the company to the extent of pre-authorization approval 3.6 Contract means the prospectus, proposal, policy, policy schedule, and declaration given by the insured person.""]","[""Ayurveda and Homeopathy Expenses incurred for Ayurveda and Homeopathy treatment are admissible up to 20% of the sum insured for any one illness. Sub limit (as mentioned in 2.1, 2.2, and 2.3) will not apply in case of i. Hospitalisation in a preferred provider network (PPN) ii. Ayurveda and Homeopathy treatment""]",2,1,"[""National Mediclaim Policy.pdf_12"", ""National Mediclaim Policy.pdf_17""]","[""National Mediclaim Policy.pdf_12""]",,0.99999999995,1.0,0.8974318192591118,0.6666666666666666,0.5,1.0,0.5,0.7851243356799323,0.0221209733246487,0.4,0.325
Q_065,How does the cumulative bonus work if I don’t make a claim?,"When you don’t file any claims during the waiting period and keep renewing your policy without any breaks, your insurance coverage grows over time. Specifically, your sum insured (the maximum amount the insurer will pay for a claim) increases by 5% for every claim-free year. This bonus keeps adding up until it reaches a maximum of 50% of your original sum insured. For example, if your original coverage was 10 lakh rupees, after 10 claim-free years, your coverage could increase to 15 lakh rupees (5% increase each year, capped at 50%). Additionally, after four consecutive claim-free policy periods, you also get a one-time reimbursement for a health checkup, up to 1% of the average sum insured during those four years.","The sum insured (excluding cumulative bonus) increases by 5% for each claim-free policy period, provided the policy is continuously renewed without a break, subject to a maximum of 50% of the sum insured.","[""Sum insured (excluding CB) will be increased by 5% in respect of each claim free policy period (no claims are reported), provided the policy is continuously renewed with the company without a break subject to maximum of 50% of the sum insured (excluding"", ""Expenses of health checkup will be reimbursed once at the end of a block of four continuous policy periods provided no claims are reported during the block and the policy has been continuously renewed with the company without a break. Expenses payable is a maximum of 1% of the average sum insured (excluding CB) of the block. Claim for health checkup benefits may be lodged at least 45 days before the expiry of the fifth policy period.""]","[""Sum insured (excluding CB) will be increased by 5% in respect of each claim free policy period (no claims are reported), provided the policy is continuously renewed with the company without a break subject to maximum of 50% of the sum insured (excluding"", ""In case of claim under the policy in respect of insured person who has earned the CB, the increased percentage (CB) will be reduced by 5% of sum insured (excluding CB) on the next renewal. However sum insured (excluding CB) will be maintained and not be reduced.""]",2,2,"[""National Mediclaim Policy.pdf_14"", ""National Mediclaim Policy.pdf_16""]","[""National Mediclaim Policy.pdf_14"", ""National Mediclaim Policy.pdf_15""]",,0.9999999999,1.0,0.48702906824320263,0.8,0.75,1.0,1.0,0.8136402403438177,0.012360765763978342,0.3522012578616352,0.22641509433962262
Q_066,What happens to the cumulative bonus if I make a claim after earning it?,"If you have earned a cumulative bonus (CB) and then file a valid claim during the policy period, the bonus percentage that was added to your coverage will be reduced by 5% of your original sum insured (the base amount you’re insured for, not including the bonus) when your policy renews. However, your original sum insured (the base amount) will stay the same and won’t decrease.","If a claim is made, the increased cumulative bonus will be reduced by 5% of the sum insured (excluding CB) on the next renewal, while the base sum insured remains unchanged.","[""In case of claim under the policy in respect of insured person who has earned the CB, the increased percentage (CB) will be reduced by 5% of sum insured (excluding CB) on the next renewal. However sum insured (excluding CB) will be maintained and not be reduced."", ""Sum insured (excluding CB) will be increased by 5% in respect of each claim free policy period (no claims are reported), provided the policy is continuously renewed with the company without a break subject to maximum of 50% of the sum insured (excluding""]","[""In case of claim under the policy in respect of insured person who has earned the CB, the increased percentage (CB) will be reduced by 5% of sum insured (excluding CB) on the next renewal. However sum insured (excluding CB) will be maintained and not be reduced.""]",2,1,"[""National Mediclaim Policy.pdf_15"", ""National Mediclaim Policy.pdf_14""]","[""National Mediclaim Policy.pdf_15""]",,0.9999999999,1.0,0.8553768767476436,1.0,1.0,1.0,1.0,0.8743448465010469,0.163068370967022,0.4444444444444445,0.3434343434343434
Q_067,When can I claim reimbursement for a health checkup?,"Under this policy, you can claim reimbursement for a preventive health check-up only after completing four continuous policy periods without making any other claims. The claim must be submitted at least 45 days before the end of the fifth policy period. The reimbursement covers a maximum of 1% of the average sum insured (the total amount covered under the policy, excluding any cashless benefits) for that block of four years.",Health checkup expenses are reimbursed once at the end of a block of four continuous policy periods provided no claims were reported and the policy was continuously renewed without a break.,"[""Expenses of health checkup will be reimbursed once at the end of a block of four continuous policy periods provided no claims are reported during the block and the policy has been continuously renewed with the company without a break. Expenses payable is a maximum of 1% of the average sum insured (excluding CB) of the block. Claim for health checkup benefits may be lodged at least 45 days before the expiry of the fifth policy period."", ""In the event of a claim lodged as per clause 5.9 of the policy and the original documents having been submitted to the other insurer, the company may accept the documents listed under clause 5.5.4 of the policy and claim settlement advice duly certified by the other insurer subject to satisfaction of the company. Type of claim Time limit for submission of documents to company/TPA Reimbursement of hospitalisation and pre hospitalisation Within 15 days of date of discharge from hospital expenses Reimbursement of post hospitalisation expenses Within 15 days from completion of post hospitalisation treatment Reimbursement of health checkup expenses (as per Good At least 45 days before the expiry of the fifth policy period.""]","[""Expenses of health checkup will be reimbursed once at the end of a block of four continuous policy periods provided no claims are reported during the block and the policy has been continuously renewed with the company without a break. Expenses payable is a maximum of 1% of the average sum insured (excluding CB) of the block. Claim for health checkup benefits may be lodged at least 45 days before the expiry of the fifth policy period.""]",2,1,"[""National Mediclaim Policy.pdf_16"", ""National Mediclaim Policy.pdf_74""]","[""National Mediclaim Policy.pdf_16""]",,0.99999999995,1.0,0.7956672309789646,0.75,0.5,1.0,1.0,0.7844655950179231,0.08474857657829803,0.35294117647058826,0.19607843137254904
